,종명,접수일시,도로유형,도로명
2238,개,2019-11-10,국도,일반국도34호선
2239,고라니,2019-11-10,국도,일반국도34호선
2240,고라니,2019-11-10,국도,일반국도45호선
2241,고라니,2019-11-10,국도,일반국도34호선
2242,고양이,2019-11-10,국도,일반국도38호선
2243,고라니,2019-11-10,국도,지방도23호선
2244,고양이,2019-11-10,국도,32
2245,고양이,2019-11-10,지방도,지방도622호선
2246,노루,2019-11-10,지방도,지방도1119호선
2247,노루,2019-11-10,지방도,지방도1139호선
2248,고라니,2019-11-10,고속국도(재정),35
2249,멧돼지,2019-11-10,고속국도(재정),경부고속도로
2250,고라니,2019-11-09,국도,일반국도6호선
2251,고양이,2019-11-09,시도,무수동로
2252,고양이,2019-11-09,국도,일반국도4호선
2253,고라니,2019-11-09,국도,가야로
2254,고라니,2019-11-09,국도,국도29호선
2255,너구리,2019-11-09,국도,29번국도
2256,고라니,2019-11-09,국도,낙동대로
2257,고라니,2019-11-09,국도,국도29호선
2258,너구리,2019-11-09,국도,일반국도29호선
2259,너구리,2019-11-09,국도,23
2260,고양이,2019-11-09,국도,변산바다로
2261,다람쥐,2019-11-09,국도,일반국도5호선
2262,고양이,2019-11-09,국도,낙동대로
2263,고라니,2019-11-09,국도,일반국도31호선
2264,고라니,2019-11-09,국도,일반국도38호선
2265,고라니,2019-11-09,국도,일반국도19호선
2266,고라니,2019-11-09,국도,일반국도7호선
2267,고라니,2019-11-09,국도,일반국도28호선
2268,고라니,2019-11-09,국도,일반국도24호선
2269,고라니,2019-11-09,국도,일반국도23호선
2270,개,2019-11-09,국도,일반국도21호선
2271,개,2019-11-09,국도,일반국도45호선
2272,고라니,2019-11-09,국도,일반국도37호선
2273,너구리,2019-11-09,국도,일반국도19호선
2274,고라니,2019-11-09,국도,일반국도4호선
2275,고라니,2019-11-09,국도,일반국도4호선
2276,고라니,2019-11-09,국도,일반국도29호선
2277,너구리,2019-11-09,국도,일반국도19호선
2278,개,2019-11-09,국도,일반국도79호선
2279,고양이,2019-11-09,국도,일반국도21호선
2280,고양이,2019-11-09,국도,일반국도4호선
2281,고양이,2019-11-09,국도,일반국도4호선
2282,고양이,2019-11-09,국도,일반국도1호선
2283,멧돼지,2019-11-09,고속국도(재정),경부선
2284,멧돼지,2019-11-09,고속국도(재정),중부선
2285,멧돼지,2019-11-09,국도,일반국도19호선
2286,개,2019-11-09,국도,일반국도29호선
2287,개,2019-11-09,국도,일반국도37호선
2288,고양이,2019-11-09,국도,일반국도7호선
2289,삵,2019-11-09,국도,일반국도38호선
2290,너구리,2019-11-09,국도,일반국도21호선
2291,너구리,2019-11-09,국도,일반국도45호선
2292,고양이,2019-11-09,국도,일반국도5호선
2293,너구리,2019-11-09,국도,경북대로
2294,고라니,2019-11-09,국도,일반국도5호선
2295,고양이,2019-11-09,시도,신례원로
2296,노루,2019-11-09,지방도,우진오름길
2297,너구리,2019-11-09,시도,대학로
2298,미동정(포유류),2019-11-09,국도,강원남로
2299,고라니,2019-11-09,국도,일반국도6호선
2300,고라니,2019-11-09,국도,일반국도6호선
2301,미동정(포유류),2019-11-09,국도,일반국도31호선
2302,너구리,2019-11-09,고속국도(재정),35
2303,고라니,2019-11-09,국도,6
2304,너구리,2019-11-08,국도,일반국도1호선
2305,너구리,2019-11-08,지방도,지방도645호선
2306,고양이,2019-11-08,지방도,용두길
2307,너구리,2019-11-08,국도,경북대로
2308,고양이,2019-11-08,국도,일반국도14호선
2309,고라니,2019-11-08,시도,산단로
2310,고라니,2019-11-08,국도,일반국도4호선
2311,고양이,2019-11-08,국도,일반국도36호선
2312,고양이,2019-11-08,국도,일반국도37호선
2313,고라니,2019-11-08,국도,일반국도37호선
2314,고양이,2019-11-08,국도,일반국도2호선
2315,개,2019-11-08,국도,일반국도14호선
2316,고양이,2019-11-08,국도,일반국도2호선
2317,고라니,2019-11-08,국도,일반국도21호선
2318,고라니,2019-11-08,고속국도(재정),중앙선
2319,고라니,2019-11-08,국도,일반국도36호선
2320,고라니,2019-11-08,국도,일반국도38호선
2321,고양이,2019-11-08,국도,일반국도2호선
2322,고라니,2019-11-08,국도,일반국도3호선
2323,고양이,2019-11-08,국도,일반국도2호선
2324,멧돼지,2019-11-08,국도,일반국도3호선
2325,고라니,2019-11-08,국도,일반국도21호선
2326,고라니,2019-11-08,국도,일반국도32호선
2327,고라니,2019-11-08,국도,일반국도2호선
2328,고라니,2019-11-08,국도,일반국도4호선
2329,너구리,2019-11-08,국도,일반국도21호선
2330,너구리,2019-11-08,국도,일반국도39호선
2331,고양이,2019-11-08,국도,일반국도2호선
2332,너구리,2019-11-08,국도,일반국도4호선
2333,개,2019-11-08,국도,일반국도5호선
2334,고양이,2019-11-08,국도,일반국도38호선
2335,고양이,2019-11-08,국도,일반국도36호선
2336,개,2019-11-08,국도,일반국도32호선
2337,고양이,2019-11-08,국도,일반국도21호선
2338,고양이,2019-11-08,국도,일반국도37호선
2339,멧돼지,2019-11-08,고속국도(재정),중부내륙선
2340,너구리,2019-11-08,국도,일반국도14호선
2341,고라니,2019-11-08,국도,일반국도1호선
2342,고양이,2019-11-08,국도,일반국도38호선
2343,고라니,2019-11-08,국도,일반국도6호선
2344,너구리,2019-11-08,국도,죽령로
2345,미동정(포유류),2019-11-08,국도,일반국도20호선
2346,꿩,2019-11-08,국도,정읍대로
2347,노루,2019-11-08,지방도,일주서로
2348,고라니,2019-11-08,국도,일반국도21호선
2349,고양이,2019-11-08,국도,일반국도6호선
2350,고양이,2019-11-08,시도,당진중앙2로
2351,고라니,2019-11-07,고속국도(재정),35
2352,고라니,2019-11-07,고속국도(재정),55
2353,고양이,2019-11-07,고속국도(재정),35
2354,족제비,2019-11-07,지방도,지방도1121호선
2355,고라니,2019-11-07,국도,일반국도14호선
2356,고양이,2019-11-07,국도,일반국도32호선
2357,고양이,2019-11-07,국도,일반국도45호선
2358,고라니,2019-11-07,고속국도(재정),서해안고속도로
2359,고양이,2019-11-07,국도,일반국도6호선
2360,고라니,2019-11-07,국도,일반국도23호선
2361,너구리,2019-11-07,국도,일반국도30호선
2362,너구리,2019-11-07,국도,상정대로
2363,고라니,2019-11-07,국도,일반국도23호선
2364,고라니,2019-11-07,국도,변산로
2365,너구리,2019-11-07,지방도,경강로
2366,고양이,2019-11-07,국도,대호만로
2367,고양이,2019-11-07,국도,일반국도33호선
2368,미동정(포유류),2019-11-07,국도,일반국도59호선
2369,고라니,2019-11-07,국도,일반국도43호선
2370,고라니,2019-11-07,국도,일반국도43호선
2371,고라니,2019-11-07,국도,일반국도14호선
2372,고라니,2019-11-07,국도,일반국도19호선
2373,고라니,2019-11-07,국도,일반국도7호선
2374,너구리,2019-11-07,국도,일반국도17호선
2375,너구리,2019-11-07,국도,일반국도38호선
2376,너구리,2019-11-07,국도,일반국도34호선
2377,고양이,2019-11-07,국도,일반국도5호선
2378,너구리,2019-11-07,국도,일반국도36호선
2379,개,2019-11-07,국도,일반국도38호선
2380,개,2019-11-07,국도,일반국도5호선
2381,고양이,2019-11-07,국도,일반국도17호선
2382,고양이,2019-11-07,국도,일반국도27호선
2383,족제비,2019-11-07,국도,일반국도77호선
2384,고라니,2019-11-07,고속국도(재정),서해안선
2385,멧돼지,2019-11-07,고속국도(재정),서해안선
2386,멧돼지,2019-11-07,고속국도(재정),경부선
2387,멧돼지,2019-11-07,국도,일반국도4호선
2388,고라니,2019-11-07,국도,일반국도17호선
2389,고라니,2019-11-07,국도,일반국도27호선
2390,고라니,2019-11-07,국도,일반국도24호선
2391,고라니,2019-11-07,국도,일반국도17호선
2392,고라니,2019-11-07,국도,일반국도21호선
2393,고라니,2019-11-07,국도,일반국도45호선
2394,고라니,2019-11-07,국도,일반국도21호선
2395,고양이,2019-11-07,국도,일반국도32호선
2396,고양이,2019-11-07,국도,일반국도47호선
2397,고양이,2019-11-07,국도,조종로
2398,삵,2019-11-07,국도,경춘로
2399,너구리,2019-11-07,국도,일반국도46호선
2400,고라니,2019-11-07,국도,32
2401,고라니,2019-11-07,국도,일반국도46호선
2402,고라니,2019-11-07,국도,남순환로
2403,수달,2019-11-07,국도,일반국도33호선
2404,고라니,2019-11-07,국도,일반국도43호선
2405,고라니,2019-11-07,국도,일반국도87호선
2406,고양이,2019-11-07,시도,-
2407,고라니,2019-11-07,국도,23
2408,삵,2019-11-07,국도,함장로
2409,삵,2019-11-07,국도,일반국도20호선
2410,고양이,2019-11-07,시도,호서로
2411,너구리,2019-11-07,국도,일반국도23호선
2412,고라니,2019-11-07,국도,예당평야로
2413,노루,2019-11-07,지방도,지방도1118호선
2414,개,2019-11-07,고속국도(재정),65
2415,꿩,2019-11-07,국도,파인토피아로
2416,고라니,2019-11-07,국도,일반국도21호선
2417,고라니,2019-11-07,국도,경서대로
2418,미동정(포유류),2019-11-07,국도,일반국도7호선
2419,고라니,2019-11-07,국도,예영로
2420,너구리,2019-11-07,국도,영주국도대체우회도로
2421,고라니,2019-11-07,고속국도(민자),30
2422,고라니,2019-11-07,국도,일반국도6호선
2423,고라니,2019-11-07,고속국도(재정),15
2424,고라니,2019-11-07,고속국도(재정),15
2425,고양이,2019-11-06,국도,일반국도43호선
2426,너구리,2019-11-06,국도,일반국도6호선
2427,고라니,2019-11-06,고속국도(민자),15
2428,개,2019-11-06,국도,6
2429,너구리,2019-11-06,국도,군익로
2430,고라니,2019-11-06,국도,일반국도36호선
2431,고양이,2019-11-06,시도,-
2432,고라니,2019-11-06,국도,일반국도32호선
2433,삵,2019-11-06,국도,일반국도6호선
2434,고양이,2019-11-06,군도,낙서로
2435,고양이,2019-11-06,국도,일반국도47호선
2436,고양이,2019-11-06,국도,일반국도58호선
2437,너구리,2019-11-06,국도,일반국도58호선
2438,고양이,2019-11-06,국도,일반국도29호선
2439,멧토끼,2019-11-06,국도,파인토피아로
2440,고양이,2019-11-06,국도,38
2441,고라니,2019-11-06,국도,일반국도17호선
2442,고라니,2019-11-06,국도,일반국도45호선
2443,고라니,2019-11-06,국도,일반국도17호선
2444,고양이,2019-11-06,국도,일반국도32호선
2445,멧돼지,2019-11-06,국도,일반국도7호선
2446,오소리,2019-11-06,고속국도(재정),중부선
2447,고라니,2019-11-06,국도,일반국도1호선
2448,고라니,2019-11-06,국도,일반국도34호선
2449,고라니,2019-11-06,국도,일반국도34호선
2450,개,2019-11-06,국도,일반국도39호선
2451,고라니,2019-11-06,국도,일반국도32호선
2452,고라니,2019-11-06,국도,일반국도32호선
2453,고라니,2019-11-06,국도,일반국도32호선
2454,너구리,2019-11-06,국도,일반국도30호선
2455,고라니,2019-11-06,국도,일반국도19호선
2456,멧돼지,2019-11-06,고속국도(재정),경부선
2457,너구리,2019-11-06,국도,일반국도58호선
2458,고라니,2019-11-06,국도,일반국도40호선
2459,너구리,2019-11-06,국도,일반국도36호선
2460,고라니,2019-11-06,국도,일반국도32호선
2461,너구리,2019-11-06,국도,일반국도34호선
2462,너구리,2019-11-06,국도,일반국도21호선
2463,고라니,2019-11-06,국도,일반국도32호선
2464,고라니,2019-11-06,국도,일반국도3호선
2465,개,2019-11-06,국도,일반국도36호선
2466,꿩,2019-11-06,국도,일반국도36호선
2467,개,2019-11-06,국도,일반국도7호선
2468,고라니,2019-11-06,고속국도(재정),광주대구선
2469,고라니,2019-11-06,고속국도(재정),서해안선
2470,고라니,2019-11-06,고속국도(재정),중앙선
2471,고라니,2019-11-06,국도,일반국도38호선
2472,고라니,2019-11-06,국도,일반국도23호선
2473,고양이,2019-11-06,국도,일반국도30호선
2474,고양이,2019-11-06,국도,일반국도30호선
2475,닭,2019-11-06,국도,일반국도17호선
2476,개,2019-11-06,국도,일반국도5호선
2477,고양이,2019-11-06,국도,일반국도21호선
2478,고양이,2019-11-06,지방도,지방도411호선
2479,고라니,2019-11-06,국도,일반국도22호선
2480,멧돼지,2019-11-06,국도,30
2481,너구리,2019-11-06,국도,변산바다로
2482,고라니,2019-11-06,고속국도(재정),1
2483,고양이,2019-11-06,국도,일반국도14호선
2484,고라니,2019-11-06,국도,77
2485,고라니,2019-11-06,국도,경북대로
2486,고라니,2019-11-06,국도,일반국도17호선
2487,너구리,2019-11-06,국도,5
2488,고양이,2019-11-06,국도,일반국도44호선
2489,너구리,2019-11-06,지방도,용연로
2490,고양이,2019-11-06,시도,보덕포로
2491,너구리,2019-11-06,국도,일반국도6호선
2492,고라니,2019-11-06,시도,보덕포로
2493,개,2019-11-06,국도,1
2494,개,2019-11-06,국도,32
2495,고라니,2019-11-06,국도,일반국도5호선
2496,족제비,2019-11-06,시도,천제연로
2497,고라니,2019-11-06,고속국도(재정),55
2498,고양이,2019-11-05,고속국도(재정),서울양양고속도로
2499,족제비,2019-11-05,국도,6
2500,고양이,2019-11-05,지방도,615
2501,고라니,2019-11-05,국도,일반국도23호선
2502,고양이,2019-11-05,지방도,남부로
2503,삵,2019-11-05,국도,14
2504,고양이,2019-11-05,지방도,남부로
2505,고라니,2019-11-05,국도,28
2506,고라니,2019-11-05,국도,일반국도1호선
2507,고라니,2019-11-05,국도,일반국도45호선
2508,고양이,2019-11-05,국도,일반국도47호선
2509,고라니,2019-11-05,국도,38
2510,미동정(포유류),2019-11-05,국도,일반국도34호선
2511,고양이,2019-11-05,국도,일반국도31호선
2512,고라니,2019-11-05,국도,정읍대로
2513,고라니,2019-11-05,국도,당진영덕고속도로
2514,고라니,2019-11-05,국도,38
2515,고라니,2019-11-05,국도,일반국도46호선
2516,고양이,2019-11-05,국도,일반국도45호선
2517,너구리,2019-11-05,국도,일반국도38호선
2518,청설모,2019-11-05,국도,일반국도56호선
2519,너구리,2019-11-05,국도,일반국도2호선
2520,너구리,2019-11-05,국도,일반국도2호선
2521,너구리,2019-11-05,국도,일반국도43호선
2522,너구리,2019-11-05,국도,일반국도3호선
2523,너구리,2019-11-05,국도,일반국도3호선
2524,너구리,2019-11-05,국도,일반국도3호선
2525,너구리,2019-11-05,국도,일반국도17호선
2526,너구리,2019-11-05,국도,일반국도3호선
2527,너구리,2019-11-05,국도,일반국도3호선
2528,너구리,2019-11-05,국도,일반국도36호선
2529,너구리,2019-11-05,국도,일반국도37호선
2530,고양이,2019-11-05,국도,일반국도19호선
2531,고라니,2019-11-05,고속국도(재정),동해선
2532,고양이,2019-11-05,국도,일반국도32호선
2533,고라니,2019-11-05,국도,일반국도36호선
2534,개,2019-11-05,국도,일반국도19호선
2535,고라니,2019-11-05,국도,일반국도17호선
2536,개,2019-11-05,국도,일반국도5호선
2537,멧돼지,2019-11-05,고속국도(재정),남해선
2538,멧돼지,2019-11-05,국도,일반국도40호선
2539,멧돼지,2019-11-05,국도,일반국도36호선
2540,개,2019-11-05,국도,일반국도14호선
2541,고라니,2019-11-05,국도,일반국도21호선
2542,고라니,2019-11-05,국도,일반국도2호선
2543,고라니,2019-11-05,지방도,지방도96호선
2544,고라니,2019-11-05,국도,일반국도32호선
2545,고라니,2019-11-05,국도,일반국도21호선
