,종명,접수일시,도로유형,도로명
18094,까마귀,2019-03-30,국도,일반국도43호선
18095,고라니,2019-03-30,고속국도(재정),당진대전선
18096,고양이,2019-03-30,국도,일반국도47호선
18097,고양이,2019-03-30,국도,일반국도77호선
18098,너구리,2019-03-30,국도,일반국도46호선
18099,고라니,2019-03-30,국도,일반국도47호선
18100,고라니,2019-03-30,국도,일반국도21호선
18101,고라니,2019-03-30,국도,일반국도21호선
18102,고라니,2019-03-30,국도,일반국도1호선
18103,고라니,2019-03-30,국도,일반국도4호선
18104,고라니,2019-03-30,국도,일반국도4호선
18105,고라니,2019-03-30,국도,일반국도23호선
18106,고라니,2019-03-30,국도,일반국도24호선
18107,개,2019-03-30,국도,일반국도38호선
18108,고양이,2019-03-30,국도,일반국도43호선
18109,고양이,2019-03-30,국도,일반국도43호선
18110,고양이,2019-03-30,국도,일반국도47호선
18111,고양이,2019-03-30,시도,진삼로
18112,고양이,2019-03-30,시도,수양로
18113,고양이,2019-03-29,시도,온천대로
18114,고양이,2019-03-29,국도,17
18115,너구리,2019-03-29,국도,4
18116,고양이,2019-03-29,국도,1
18117,족제비,2019-03-29,국도,14
18118,고라니,2019-03-29,국도,3
18119,멧토끼,2019-03-29,국도,33
18120,고양이,2019-03-29,국도,36
18121,고라니,2019-03-29,국도,1
18122,고양이,2019-03-29,지방도,411
18123,고양이,2019-03-29,국도,일반국도36호선
18124,고양이,2019-03-29,국도,일반국도36호선
18125,고양이,2019-03-29,국도,일반국도3호선
18126,고양이,2019-03-29,국도,일반국도15호선
18127,고라니,2019-03-29,국도,일반국도37호선
18128,고양이,2019-03-29,국도,일반국도43호선
18129,고라니,2019-03-29,국도,일반국도33호선
18130,고라니,2019-03-29,국도,정읍대로
18131,고양이,2019-03-29,국도,일반국도43호선
18132,고양이,2019-03-29,국도,일반국도19호선
18133,고양이,2019-03-29,국도,일반국도7호선
18134,고양이,2019-03-29,국도,일반국도43호선
18135,고양이,2019-03-29,국도,일반국도33호선
18136,고양이,2019-03-29,국도,일반국도33호선
18137,개,2019-03-29,국도,일반국도38호선
18138,고양이,2019-03-29,국도,일반국도26호선
18139,개,2019-03-29,국도,정읍대로
18140,개,2019-03-29,국도,일반국도30호선
18141,고라니,2019-03-29,국도,일반국도25호선
18142,고양이,2019-03-29,국도,일반국도34호선
18143,고라니,2019-03-29,국도,일반국도34호선
18144,개,2019-03-29,국도,일반국도31호선
18145,고라니,2019-03-29,국도,일반국도36호선
18146,고양이,2019-03-29,국도,일반국도45호선
18147,고양이,2019-03-29,국도,일반국도3호선
18148,너구리,2019-03-29,고속국도(재정),청주상주선
18149,너구리,2019-03-29,고속국도(재정),영동선
18150,고라니,2019-03-29,국도,일반국도3호선
18151,고라니,2019-03-29,국도,일반국도45호선
18152,개,2019-03-29,국도,38
18153,고라니,2019-03-29,국도,29
18154,꿩,2019-03-29,국도,36
18155,고라니,2019-03-29,지방도,515
18156,고양이,2019-03-29,국도,일반국도23호선
18157,고라니,2019-03-29,국도,22
18158,고양이,2019-03-29,국도,23
18159,족제비,2019-03-29,국도,22
18160,고라니,2019-03-29,고속국도(민자),52
18161,고라니,2019-03-29,국도,26
18162,고라니,2019-03-29,시도,쌍연남1로
18163,너구리,2019-03-29,국도,33
18164,너구리,2019-03-29,국도,33
18165,고양이,2019-03-28,국도,일반국도33호선
18166,고라니,2019-03-28,시도,음봉로
18167,족제비,2019-03-28,국도,14
18168,개,2019-03-28,국도,4
18169,족제비,2019-03-28,지방도,1135
18170,미동정(포유류),2019-03-28,국도,일반국도23호선
18171,고양이,2019-03-28,국도,일반국도37호선
18172,고양이,2019-03-28,국도,일반국도21호선
18173,고라니,2019-03-28,고속국도(재정),경부선
18174,고양이,2019-03-28,국도,일반국도38호선
18175,고라니,2019-03-28,국도,일반국도37호선
18176,고라니,2019-03-28,국도,일반국도39호선
18177,고양이,2019-03-28,국도,일반국도39호선
18178,고양이,2019-03-28,국도,일반국도34호선
18179,고라니,2019-03-28,국도,일반국도4호선
18180,개,2019-03-28,국도,일반국도4호선
18181,고라니,2019-03-28,국도,일반국도4호선
18182,고라니,2019-03-28,고속국도(재정),당진대전선
18183,미동정(포유류),2019-03-28,국도,일반국도43호선
18184,고라니,2019-03-28,국도,일반국도43호선
18185,고양이,2019-03-28,국도,일반국도38호선
18186,고양이,2019-03-28,국도,일반국도21호선
18187,고라니,2019-03-28,국도,일반국도38호선
18188,고라니,2019-03-28,국도,일반국도3호선
18189,고라니,2019-03-28,국도,일반국도38호선
18190,고라니,2019-03-28,국도,일반국도37호선
18191,고라니,2019-03-28,고속국도(재정),서천공주선
18192,노루,2019-03-28,지방도,1131
18193,고라니,2019-03-28,국도,23
18194,고양이,2019-03-28,국도,23
18195,고양이,2019-03-28,국도,14
18196,고라니,2019-03-28,국도,23
18197,고라니,2019-03-28,국도,36
18198,너구리,2019-03-28,국도,5
18199,노루,2019-03-27,시도,화전길
18200,직박구리,2019-03-27,시도,구남동2길
18201,멧비둘기,2019-03-27,시도,수덕9길
18202,고라니,2019-03-27,국도,14
18203,고라니,2019-03-27,국도,23
18204,고양이,2019-03-27,국도,4
18205,고라니,2019-03-27,국도,27
18206,고라니,2019-03-27,국도,27
18207,고양이,2019-03-27,국도,77
18208,족제비,2019-03-27,국도,1
18209,고양이,2019-03-27,지방도,국가지원지방도82호선
18210,너구리,2019-03-27,국도,1
18211,고양이,2019-03-27,국도,14
18212,고양이,2019-03-27,국도,일반국도37호선
18213,개,2019-03-27,국도,일반국도46호선
18214,개,2019-03-27,국도,일반국도77호선
18215,고양이,2019-03-27,국도,일반국도17호선
18216,개,2019-03-27,국도,일반국도3호선
18217,개,2019-03-27,국도,일반국도37호선
18218,고양이,2019-03-27,국도,일반국도47호선
18219,고양이,2019-03-27,국도,일반국도3호선
18220,고양이,2019-03-27,국도,일반국도5호선
18221,고양이,2019-03-27,국도,일반국도30호선
18222,고양이,2019-03-27,국도,일반국도39호선
18223,고양이,2019-03-27,국도,일반국도21호선
18224,고양이,2019-03-27,국도,일반국도21호선
18225,고양이,2019-03-27,국도,일반국도39호선
18226,고라니,2019-03-27,고속국도(재정),순천완주선
18227,고양이,2019-03-27,국도,일반국도37호선
18228,고라니,2019-03-27,고속국도(재정),영동선
18229,고양이,2019-03-27,국도,일반국도23호선
18230,고양이,2019-03-27,국도,일반국도1호선
18231,멧돼지,2019-03-27,국도,일반국도5호선
18232,고라니,2019-03-27,국도,일반국도47호선
18233,고라니,2019-03-27,국도,일반국도1호선
18234,고라니,2019-03-27,국도,일반국도4호선
18235,고라니,2019-03-27,국도,일반국도27호선
18236,고라니,2019-03-27,국도,일반국도4호선
18237,고라니,2019-03-27,국도,일반국도32호선
18238,고라니,2019-03-27,국도,일반국도45호선
18239,고라니,2019-03-27,국도,일반국도45호선
18240,미동정(포유류),2019-03-27,국도,일반국도32호선
18241,고라니,2019-03-27,국도,일반국도39호선
18242,고라니,2019-03-27,국도,일반국도6호선
18243,고라니,2019-03-27,국도,일반국도28호선
18244,고라니,2019-03-27,국도,일반국도21호선
18245,고라니,2019-03-27,국도,일반국도7호선
18246,고라니,2019-03-27,국도,일반국도17호선
18247,고라니,2019-03-27,시도,상석곡길
18248,고라니,2019-03-27,국도,36
18249,꿩,2019-03-27,국도,17
18250,노루,2019-03-27,지방도,1112
18251,꿩,2019-03-27,지방도,지방도1136호선
18252,고라니,2019-03-27,국도,32
18253,수리부엉이,2019-03-27,고속국도(재정),경부고속도로
18254,노루,2019-03-26,지방도,지방도1117호선
18255,노루,2019-03-26,지방도,1131
18256,노루,2019-03-26,지방도,지방도1131호선
18257,딱새,2019-03-26,지방도,88
18258,고양이,2019-03-26,국도,일반국도43호선
18259,개,2019-03-26,국도,13
18260,고라니,2019-03-26,군도,충절로
18261,족제비,2019-03-26,시도,연신로
18262,미동정(포유류),2019-03-26,국도,일반국도23호선
18263,개,2019-03-26,국도,일반국도25호선
18264,고양이,2019-03-26,국도,일반국도7호선
18265,고양이,2019-03-26,국도,일반국도37호선
18266,고양이,2019-03-26,국도,일반국도14호선
18267,멧돼지,2019-03-26,고속국도(재정),평택제천선
18268,고양이,2019-03-26,국도,일반국도30호선
18269,고양이,2019-03-26,국도,일반국도46호선
18270,고양이,2019-03-26,국도,일반국도77호선
18271,고양이,2019-03-26,국도,일반국도37호선
18272,고양이,2019-03-26,국도,일반국도5호선
18273,고양이,2019-03-26,국도,일반국도4호선
18274,고라니,2019-03-26,국도,일반국도37호선
18275,족제비,2019-03-26,국도,일반국도17호선
18276,개,2019-03-26,국도,일반국도35호선
18277,고라니,2019-03-26,국도,일반국도31호선
18278,고라니,2019-03-26,고속국도(재정),중부선
18279,고라니,2019-03-26,고속국도(재정),중부선
18280,너구리,2019-03-26,국도,일반국도39호선
18281,너구리,2019-03-26,국도,일반국도27호선
18282,고양이,2019-03-26,국도,일반국도17호선
18283,고라니,2019-03-26,국도,일반국도21호선
18284,고라니,2019-03-26,국도,일반국도37호선
18285,고라니,2019-03-26,국도,일반국도42호선
18286,고라니,2019-03-26,국도,일반국도37호선
18287,고라니,2019-03-26,국도,일반국도21호선
18288,고라니,2019-03-26,국도,일반국도23호선
18289,고라니,2019-03-26,국도,일반국도23호선
18290,족제비,2019-03-26,국도,일반국도38호선
18291,두꺼비,2019-03-26,국유임도,비룡동관로
18292,족제비,2019-03-26,국도,일반국도77호선
18293,삵,2019-03-26,국도,5
18294,고라니,2019-03-26,국도,23
18295,고양이,2019-03-26,국도,일반국도31호선
18296,고양이,2019-03-26,국도,22
18297,노루,2019-03-25,지방도,1117
18298,노루,2019-03-25,지방도,지방도1131호선
18299,고라니,2019-03-25,국도,일반국도2호선
18300,족제비,2019-03-25,국도,5
18301,고라니,2019-03-25,국도,일반국도24호선
18302,고양이,2019-03-25,시도,문화로
18303,고라니,2019-03-25,국도,2
18304,고라니,2019-03-25,국도,22
18305,개,2019-03-25,국도,1
18306,고라니,2019-03-25,국도,23
18307,족제비,2019-03-25,국도,경북대로
18308,삵,2019-03-25,국도,77
18309,고양이,2019-03-25,국도,24
18310,너구리,2019-03-25,국도,77
18311,고양이,2019-03-25,국도,일반국도34호선
18312,고라니,2019-03-25,국도,일반국도4호선
18313,고양이,2019-03-25,국도,일반국도19호선
18314,고라니,2019-03-25,국도,일반국도7호선
18315,고라니,2019-03-25,국도,일반국도17호선
18316,고라니,2019-03-25,고속국도(재정),당진대전선
18317,고라니,2019-03-25,고속국도(재정),서해안선
18318,고양이,2019-03-25,국도,일반국도42호선
18319,고양이,2019-03-25,국도,일반국도3호선
18320,고양이,2019-03-25,국도,일반국도29호선
18321,고라니,2019-03-25,고속국도(재정),서천공주선
18322,고라니,2019-03-25,고속국도(재정),경부선
18323,고라니,2019-03-25,고속국도(재정),영동선
18324,개,2019-03-25,국도,일반국도34호선
18325,고양이,2019-03-25,국도,일반국도37호선
18326,고라니,2019-03-25,국도,일반국도21호선
18327,고라니,2019-03-25,국도,일반국도46호선
18328,고라니,2019-03-25,국도,일반국도38호선
18329,고라니,2019-03-25,국도,일반국도39호선
18330,너구리,2019-03-25,국도,일반국도21호선
18331,고라니,2019-03-25,국도,일반국도4호선
18332,고양이,2019-03-25,국도,5
18333,고양이,2019-03-25,국도,38
18334,고양이,2019-03-25,국도,일반국도23호선
18335,고양이,2019-03-25,국도,일반국도43호선
18336,고양이,2019-03-25,지방도,국가지원지방도49호선
18337,고양이,2019-03-25,국도,일반국도2호선
18338,고라니,2019-03-25,국도,일반국도2호선
18339,고라니,2019-03-25,국도,영광로
18340,꿩,2019-03-25,국도,일반국도17호선
18341,너구리,2019-03-25,국도,일반국도22호선
18342,꿩,2019-03-25,국도,일반국도4호선
18343,개,2019-03-25,국도,정읍대로
18344,개,2019-03-25,국도,일반국도1호선
18345,고양이,2019-03-25,국도,일반국도4호선
18346,고라니,2019-03-24,시도,당고개로
18347,고양이,2019-03-24,국도,동해대로
18348,개,2019-03-24,국도,34
18349,고양이,2019-03-24,시도,동부로
18350,멧돼지,2019-03-24,고속국도(재정),서해안선
18351,고라니,2019-03-24,국도,일반국도7호선
18352,고라니,2019-03-24,국도,일반국도3호선
18353,멧돼지,2019-03-24,고속국도(재정),서해안선
18354,개,2019-03-24,국도,일반국도36호선
18355,고양이,2019-03-24,국도,일반국도6호선
18356,개,2019-03-24,국도,일반국도3호선
18357,너구리,2019-03-24,국도,일반국도46호선
18358,고양이,2019-03-24,국도,일반국도38호선
18359,고양이,2019-03-24,국도,일반국도4호선
18360,고양이,2019-03-24,국도,일반국도46호선
18361,노루,2019-03-24,지방도,지방도1112호선
18362,노루,2019-03-24,시도,명림로
18363,너구리,2019-03-23,국도,강원남로
18364,고양이,2019-03-23,국도,일반국도4호선
18365,고라니,2019-03-23,국도,일반국도7호선
18366,너구리,2019-03-23,국도,일반국도38호선
18367,개,2019-03-23,국도,일반국도3호선
18368,개,2019-03-23,국도,일반국도35호선
18369,고라니,2019-03-23,고속국도(재정),서해안선
18370,오소리,2019-03-23,고속국도(재정),평택제천선
18371,고라니,2019-03-23,국도,일반국도7호선
18372,고양이,2019-03-23,국도,일반국도37호선
18373,고양이,2019-03-23,국도,정읍대로
18374,고양이,2019-03-23,국도,일반국도56호선
18375,고양이,2019-03-23,국도,일반국도7호선
18376,고라니,2019-03-23,고속국도(재정),호남선
18377,노루,2019-03-23,시도,송이길
18378,노루,2019-03-23,지방도,지방도1135호선
18379,노루,2019-03-23,지방도,지방도1135호선
18380,고양이,2019-03-23,국도,일반국도3호선
18381,너구리,2019-03-22,고속국도(재정),제2경인고속도로
18382,고양이,2019-03-22,국도,일반국도13호선
18383,꿩,2019-03-22,국도,일반국도24호선
18384,너구리,2019-03-22,국도,군산새만금로
18385,고양이,2019-03-22,군도,흥덕서로
18386,고라니,2019-03-22,국도,진성로
18387,고라니,2019-03-22,국도,일반국도23호선
18388,개,2019-03-22,국도,평동로
18389,고라니,2019-03-22,국도,일반국도7호선
18390,고양이,2019-03-22,국도,일반국도37호선
18391,고라니,2019-03-22,국도,일반국도21호선
18392,고양이,2019-03-22,국도,일반국도77호선
18393,너구리,2019-03-22,국도,일반국도43호선
18394,너구리,2019-03-22,국도,일반국도28호선
18395,고라니,2019-03-22,국도,일반국도21호선
18396,고라니,2019-03-22,국도,일반국도34호선
18397,고라니,2019-03-22,국도,일반국도17호선
18398,고라니,2019-03-22,국도,일반국도3호선
18399,고양이,2019-03-22,국도,일반국도28호선
18400,고라니,2019-03-22,국도,일반국도21호선
18401,고라니,2019-03-22,고속국도(재정),대구포항선
18402,고양이,2019-03-22,국도,일반국도3호선
18403,족제비,2019-03-22,국도,일반국도6호선
18404,고양이,2019-03-22,국도,일반국도20호선
18405,고양이,2019-03-22,국도,일반국도21호선
18406,고라니,2019-03-22,국도,일반국도34호선
18407,고라니,2019-03-22,국도,일반국도21호선
18408,고라니,2019-03-22,국도,일반국도21호선
18409,고양이,2019-03-22,국도,일반국도30호선
18410,고양이,2019-03-22,국도,일반국도21호선
18411,고라니,2019-03-22,국도,일반국도43호선
18412,고양이,2019-03-22,국도,일반국도42호선
18413,고양이,2019-03-22,국도,일반국도30호선
18414,개,2019-03-22,국도,일반국도45호선
18415,고양이,2019-03-22,국도,일반국도4호선
18416,고양이,2019-03-22,국도,일반국도42호선
18417,고양이,2019-03-22,국도,일반국도17호선
18418,고양이,2019-03-22,국도,일반국도47호선
18419,고라니,2019-03-22,시도,신정로
18420,고라니,2019-03-22,국도,서해로
18421,고양이,2019-03-22,시도,-
18422,개,2019-03-22,지방도,대호만로
18423,고양이,2019-03-22,국도,일반국도14호선
18424,고라니,2019-03-22,국도,경북대로
18425,노루,2019-03-22,지방도,지방도1131호선
18426,노루,2019-03-20,지방도,지방도1132호선
18427,산개구리,2019-03-21,지방도,597
18428,멧토끼,2019-03-21,국도,파인토피아로
18429,고라니,2019-03-21,국도,일반국도36호선
18430,고양이,2019-03-21,시도,안견로
18431,고라니,2019-03-21,국도,일반국도1호선
18432,고라니,2019-03-21,국도,일반국도27호선
18433,고라니,2019-03-21,국도,일반국도4호선
18434,고라니,2019-03-21,국도,일반국도4호선
18435,고라니,2019-03-21,고속국도(재정),중부선
18436,고라니,2019-03-21,국도,일반국도4호선
18437,고라니,2019-03-21,국도,일반국도42호선
18438,고라니,2019-03-21,국도,일반국도39호선
18439,고라니,2019-03-21,국도,일반국도21호선
18440,고양이,2019-03-21,국도,일반국도28호선
18441,고양이,2019-03-21,국도,일반국도21호선
18442,고양이,2019-03-21,국도,일반국도24호선
18443,고양이,2019-03-21,국도,일반국도5호선
18444,고양이,2019-03-21,국도,일반국도38호선
18445,고양이,2019-03-21,국도,일반국도6호선
18446,고양이,2019-03-21,국도,일반국도6호선
18447,고양이,2019-03-21,국도,일반국도3호선
18448,고양이,2019-03-21,국도,일반국도3호선
18449,개,2019-03-21,국도,일반국도39호선
18450,개,2019-03-21,국도,일반국도38호선
18451,개,2019-03-21,국도,일반국도39호선
18452,고라니,2019-03-21,국도,일반국도32호선
18453,멧토끼,2019-03-21,국도,죽령로
18454,고라니,2019-03-21,국도,29
18455,고라니,2019-03-21,국도,일반국도33호선
18456,고라니,2019-03-20,고속국도(재정),통영대전고속도로
18457,고라니,2019-03-19,국도,해원로
18458,수달,2019-03-19,국도,의창대로
18459,고라니,2019-03-20,국도,일반국도5호선
18460,너구리,2019-03-20,국도,일반국도25호선
18461,고라니,2019-03-20,국도,일반국도38호선
18462,고라니,2019-03-20,국도,일반국도37호선
18463,고양이,2019-03-20,국도,일반국도75호선
18464,고라니,2019-03-20,국도,일반국도4호선
18465,고라니,2019-03-20,국도,일반국도4호선
18466,너구리,2019-03-20,고속국도(재정),당진영덕선
18467,고라니,2019-03-20,국도,일반국도38호선
18468,고라니,2019-03-20,국도,일반국도4호선
18469,고양이,2019-03-20,국도,일반국도37호선
18470,고양이,2019-03-20,국도,일반국도34호선
18471,고양이,2019-03-20,국도,일반국도39호선
18472,고양이,2019-03-20,국도,일반국도37호선
18473,너구리,2019-03-20,국도,일반국도34호선
18474,개,2019-03-20,국도,일반국도32호선
18475,고양이,2019-03-20,국도,일반국도14호선
18476,고라니,2019-03-20,국도,일반국도32호선
18477,고라니,2019-03-20,국도,일반국도32호선
18478,고양이,2019-03-20,국도,일반국도4호선
18479,고라니,2019-03-20,국도,일반국도77호선
18480,고라니,2019-03-20,국도,일반국도77호선
18481,고라니,2019-03-20,국도,일반국도47호선
18482,고라니,2019-03-20,국도,일반국도37호선
18483,고라니,2019-03-20,국도,일반국도17호선
18484,고양이,2019-03-20,국도,일반국도37호선
18485,고양이,2019-03-20,국도,일반국도30호선
18486,개,2019-03-20,국도,일반국도32호선
18487,고라니,2019-03-20,국도,국도23호선
18488,고라니,2019-03-20,국도,정읍대로
18489,고양이,2019-03-20,국도,일반국도5호선
18490,고양이,2019-03-20,국도,일반국도3호선
18491,개,2019-03-20,국도,일반국도3호선
18492,고양이,2019-03-20,국도,일반국도21호선
18493,고양이,2019-03-20,시도,-
18494,개,2019-03-20,국도,일반국도14호선
18495,고양이,2019-03-20,지방도,남부로
18496,고양이,2019-03-20,군도,충서로
18497,족제비,2019-03-20,군도,남장로
18498,노루,2019-03-19,지방도,지방도1115호선
18499,고양이,2019-03-19,시도,정안로
18500,고양이,2019-03-19,시도,시군도5호선
18501,고양이,2019-03-19,시도,-
18502,미동정(조류),2019-03-19,국도,일반국도3호선
18503,고양이,2019-03-19,국도,일반국도47호선
18504,고양이,2019-03-19,국도,일반국도7호선
18505,너구리,2019-03-19,국도,일반국도17호선
18506,너구리,2019-03-19,국도,일반국도34호선
18507,너구리,2019-03-19,국도,일반국도3호선
18508,너구리,2019-03-19,국도,일반국도3호선
18509,고양이,2019-03-19,국도,일반국도19호선
18510,개,2019-03-19,국도,일반국도37호선
18511,고라니,2019-03-19,국도,일반국도25호선
18512,고라니,2019-03-19,국도,일반국도34호선
18513,고라니,2019-03-19,국도,일반국도34호선
18514,고라니,2019-03-19,국도,일반국도34호선
18515,고라니,2019-03-19,국도,일반국도4호선
18516,고라니,2019-03-19,국도,일반국도35호선
18517,고라니,2019-03-19,국도,일반국도37호선
18518,고라니,2019-03-19,고속국도(재정),경부선
18519,고라니,2019-03-19,국도,일반국도21호선
18520,개,2019-03-19,국도,일반국도47호선
18521,멧돼지,2019-03-19,고속국도(재정),영동선
18522,고양이,2019-03-19,국도,일반국도43호선
18523,고양이,2019-03-19,국도,일반국도43호선
18524,고양이,2019-03-19,국도,일반국도21호선
18525,고양이,2019-03-19,국도,일반국도30호선
18526,고양이,2019-03-19,국도,일반국도3호선
18527,고양이,2019-03-19,국도,일반국도21호선
18528,개,2019-03-19,시도,보덕포로
18529,노루,2019-03-18,지방도,1117
18530,노루,2019-03-18,지방도,지방도1117호선
18531,까마귀,2019-03-18,지방도,1117
18532,까마귀,2019-03-18,지방도,1131
18533,노루,2019-03-18,시도,수목원서길
18534,노루,2019-03-18,시도,장소로
18535,노루,2019-03-17,시도,지방도1139호선
18536,고양이,2019-03-18,국도,일반국도33호선
18537,고양이,2019-03-18,국도,일반국도31호선
18538,고양이,2019-03-18,국도,일반국도20호선
18539,멧돼지,2019-03-18,국도,일반국도37호선
18540,고양이,2019-03-18,국도,일반국도5호선
18541,고양이,2019-03-18,국도,일반국도3호선
18542,고양이,2019-03-18,국도,일반국도3호선
18543,고양이,2019-03-18,국도,일반국도37호선
18544,고양이,2019-03-18,국도,일반국도21호선
18545,고양이,2019-03-18,국도,일반국도21호선
18546,고양이,2019-03-18,국도,일반국도21호선
18547,고양이,2019-03-18,국도,일반국도21호선
18548,고양이,2019-03-18,국도,일반국도20호선
18549,고양이,2019-03-18,국도,일반국도5호선
18550,고양이,2019-03-18,국도,일반국도34호선
18551,고양이,2019-03-18,국도,일반국도5호선
18552,고양이,2019-03-18,국도,일반국도3호선
18553,고양이,2019-03-18,국도,일반국도37호선
18554,고양이,2019-03-18,국도,국도23번
18555,고양이,2019-03-18,국도,국도1번
18556,고양이,2019-03-18,국도,일반국도3호선
18557,고양이,2019-03-18,국도,일반국도37호선
18558,개,2019-03-18,국도,일반국도37호선
18559,개,2019-03-18,국도,일반국도47호선
18560,개,2019-03-18,국도,일반국도28호선
18561,너구리,2019-03-18,국도,일반국도33호선
18562,너구리,2019-03-18,국도,일반국도37호선
18563,고라니,2019-03-18,국도,일반국도13호선
18564,고라니,2019-03-18,국도,일반국도13호선
18565,고라니,2019-03-18,국도,일반국도44호선
18566,고라니,2019-03-18,국도,일반국도37호선
18567,고라니,2019-03-18,국도,일반국도25호선
18568,고라니,2019-03-18,국도,일반국도45호선
18569,고라니,2019-03-18,국도,일반국도39호선
18570,고라니,2019-03-18,국도,일반국도34호선
18571,고라니,2019-03-18,국도,일반국도34호선
18572,고양이,2019-03-18,국도,일반국도7호선
18573,고양이,2019-03-18,국도,일반국도32호선
18574,고라니,2019-03-18,고속국도(재정),호남지선
18575,고라니,2019-03-18,고속국도(재정),대구포항선
18576,고라니,2019-03-18,고속국도(재정),순천완주선
18577,고양이,2019-03-18,국도,일반국도17호선
18578,고양이,2019-03-18,시도,덕평로
18579,고라니,2019-03-18,시도,이순신대로
18580,다람쥐,2019-03-18,지방도,국가지원지방도60호선
18581,고라니,2019-03-17,국도,일반국도46호선
18582,고양이,2019-03-17,국도,일반국도32호선
18583,고양이,2019-03-17,국도,일반국도3호선
18584,너구리,2019-03-17,고속국도(재정),당진영덕선
18585,개,2019-03-17,국도,일반국도42호선
18586,너구리,2019-03-17,고속국도(재정),순천완주선
18587,고라니,2019-03-17,고속국도(재정),새만금포항선
18588,고라니,2019-03-17,국도,일반국도7호선
18589,개,2019-03-17,국도,일반국도36호선
18590,고라니,2019-03-17,국도,일반국도38호선
18591,고라니,2019-03-17,국도,일반국도7호선
18592,고라니,2019-03-17,국도,21
18593,고양이,2019-03-17,국도,일반국도29호선
18594,개,2019-03-17,국도,29
18595,고라니,2019-03-16,시도,역천로
18596,고양이,2019-03-16,시도,역천로
18597,노루,2019-03-16,지방도,1112
18598,고라니,2019-03-16,국도,일반국도31호선
18599,고라니,2019-03-16,국도,일반국도26호선
18600,고라니,2019-03-16,고속국도(재정),새만금포항선
18601,개,2019-03-15,시도,아산밸리남로110번길
18602,고양이,2019-03-15,국도,국도2번
18603,고양이,2019-03-15,국도,일반국도1호선
18604,고라니,2019-03-15,고속국도(재정),제2중부선
18605,너구리,2019-03-15,국도,일반국도2호선
18606,고양이,2019-03-15,국도,춘향로
18607,고양이,2019-03-15,국도,일반국도6호선
18608,고양이,2019-03-15,국도,일반국도46호선
18609,고라니,2019-03-15,고속국도(재정),중부선
18610,고양이,2019-03-15,국도,일반국도39호선
18611,고양이,2019-03-15,국도,일반국도38호선
18612,고양이,2019-03-15,국도,일반국도38호선
18613,고양이,2019-03-15,국도,일반국도38호선
18614,고양이,2019-03-15,국도,일반국도17호선
18615,멧돼지,2019-03-15,국도,일반국도34호선
18616,고양이,2019-03-15,국도,일반국도5호선
18617,미동정(조류),2019-03-15,국도,일반국도17호선
18618,고양이,2019-03-15,국도,일반국도34호선
18619,고라니,2019-03-15,지방도,지방도502호선
18620,고라니,2019-03-15,국도,일반국도32호선
18621,고라니,2019-03-15,국도,일반국도25호선
18622,고라니,2019-03-15,국도,일반국도3호선
18623,고라니,2019-03-15,국도,일반국도3호선
18624,개,2019-03-15,국도,일반국도32호선
18625,고양이,2019-03-15,국도,일반국도20호선
18626,개,2019-03-15,국도,일반국도33호선
18627,개,2019-03-15,국도,일반국도38호선
18628,개,2019-03-15,국도,일반국도37호선
18629,고양이,2019-03-15,국도,일반국도34호선
18630,고양이,2019-03-15,국도,일반국도34호선
18631,고양이,2019-03-15,국도,일반국도34호선
18632,고양이,2019-03-15,국도,일반국도37호선
18633,고라니,2019-03-15,국도,일반국도5호선
18634,고양이,2019-03-15,국도,국도14번
18635,너구리,2019-03-14,국도,국도5번
18636,고양이,2019-03-15,국도,국도14번
18637,개,2019-03-15,국도,국도14번
18638,개,2019-03-15,국도,국도14번
18639,너구리,2019-03-15,국도,국도23번
18640,고라니,2019-03-15,국도,국도29번
18641,노루,2019-03-15,지방도,지방도1117번
18642,고양이,2019-03-14,국도,국도45번
18643,꿩,2019-03-14,국도,국도14번
18644,미동정(포유류),2019-03-14,지방도,592
18645,멧닭,2019-03-14,국유임도,만수길
18646,족제비,2019-03-14,국도,국도14번
18647,멧토끼,2019-03-14,국도,국도25번
18648,고양이,2019-03-14,국도,국도14번
18649,고양이,2019-03-14,국도,일반국도45호선
18650,고양이,2019-03-14,국도,일반국도43호선
18651,고양이,2019-03-14,국도,일반국도21호선
18652,고양이,2019-03-14,국도,일반국도34호선
18653,고양이,2019-03-14,국도,일반국도32호선
18654,고라니,2019-03-14,고속국도(재정),영동선
18655,미동정(포유류),2019-03-14,국도,일반국도1호선
18656,고양이,2019-03-14,국도,일반국도42호선
18657,고양이,2019-03-14,국도,일반국도43호선
18658,고양이,2019-03-14,국도,일반국도37호선
18659,고라니,2019-03-14,국도,일반국도37호선
18660,고라니,2019-03-14,국도,일반국도34호선
18661,고양이,2019-03-14,국도,일반국도7호선
18662,고양이,2019-03-14,국도,일반국도17호선
18663,고양이,2019-03-14,국도,일반국도43호선
18664,고양이,2019-03-14,국도,일반국도43호선
18665,고양이,2019-03-14,국도,일반국도45호선
18666,고양이,2019-03-14,시도,이순신대로
18667,고양이,2019-03-14,국도,국도17번
18668,멧토끼,2019-03-14,국도,국도36번
18669,멧토끼,2019-03-14,국도,국도36번
18670,고양이,2019-03-14,고속국도(민자),고속도로110번
18671,노루,2019-03-13,시도,만장굴길
18672,삵,2019-03-13,국도,일반국도4호선
18673,개,2019-03-13,고속국도(재정),고속도로1번
18674,까치,2019-03-13,국도,일반국도3호선
