,번호,생태통로명,주소,도로명,도로번호,차선_수,위도_도,위도_분,위도_초,경도_도,경도_분,경도_초,관리기관,생태통로유형,설치기관,설치년도
167,1181,구룡령 생태통로,강원도 양양군 서면 갈천리,,(56호선),왕복4차선,37,52.0,48.69168114108,128,30.0,51.388021468944,환경부 원주지방환경청,육교형,환경부,2000.12
168,1182,시암재,전라남도 구례군 광의면 방광리,,861호선,왕복2차선,35,18.0,4.64,127,29.0,48.98,국립공원관리공단,육교형,환경부,1998
169,1183,지릅재,충청북도 제천시 수안보면 미륵리,,597번,왕복2차선,36,49.0,26.40,128,5.0,11.90,국립공원관리공단,터널형,월악산국립공원사무소,2006
170,1184,정령치1,전라북도 남원시 산내면 덕동리,,737호선,왕복2차선,35,21.0,2,127,32.0,2,전라북도 남원시,터널형,환경부,201112
171,1185,정령치2,전라북도 남원시 주천면 고기리,,737호선,왕복2차선,35,22.0,0.8,127,30.0,44.5,전라북도 남원시,터널형,환경부,201112
172,1186,버리미기재,경상북도 문경시 가은읍 완장리,,922호선,왕복2차선,36,41.0,21.7,127,57.0,5.5,경상북도 문경시,터널형,환경부,2012
173,1189,화순 이양 이양 생태통로,전라남도 화순군 이양면 이양리 156-4,,29호선,왕복4차선,34,53.0,9.439775812914,126,59.0,36.31535347865976,광주국토관리사무소,육교형,익산지방국토관리청,2010.11.
174,1190,완도 군외 신학 생태통로,전라남도 완도군 군외면 신학리 산51-12,,13호선,왕복4차선,34,22.0,55.084699762212,126,39.0,37.933214265504,광주국토관리사무소,육교형,익산지방국토관리청,2012.12.
175,1191,해남 현산 월송 생태통로,전라남도 해남군 현산면 월송리 산2-6,,13호선,왕복4차선,34,25.0,1.6117757599440001,126,35.0,53.185358119308,광주국토관리사무소,육교형,익산지방국토관리청,2012.12.
176,1192,용화,전라북도 익산시 왕궁면 용화리 산1-44,,1호선,왕복4차선,36,0.0,49.92,127,4.0,59.26,전주국토관리사무소,육교형,익산지방국토관리청,2004.12.
177,1193,고봉,전라북도 군산시 성산면 고봉리 산32-1,,27호선,왕복4차선,35,58.0,49.94,126,48.0,5.72,전주국토관리사무소,터널형,익산지방국토관리청,2006.02
178,1194,축산1,전라북도 군산시 임피면 축산리 산44-9,,27호선,왕복4차선,35,59.0,42.86,126,51.0,22.33,전주국토관리사무소,터널형,익산지방국토관리청,2006.02.
179,1195,축산2,전라북도 군산시 임피면 축산리 산96-7,,27호선,왕복4차선,35,59.0,47.41,126,51.0,0.76,전주국토관리사무소,터널형,익산지방국토관리청,2006.02.
180,1196,오봉,전라북도 정읍시 태인면 오봉리 66-1,,1호선,왕복4차선,35,39.0,36.02,126,56.0,28.41,전주국토관리사무소,터널형,익산지방국토관리청,2009.05.
181,1197,남봉,전라북도 완주군 고산면 남봉리 산44-1,,17호선,왕복4차선,35,57.0,56.42,127,11.0,38.54,전주국토관리사무소,터널형,익산지방국토관리청,2006.10.
182,1198,서봉,전라북도 완주군 고산면 서봉리 73,,17호선,왕복4차선,35,58.0,58.32,127,12.0,38.51,전주국토관리사무소,터널형,익산지방국토관리청,2006.10.
183,1199,,전라남도 곡성군 오산면 단사리,,15호선,왕복2차선,35,13.0,16.03,127,7.0,45.66,국토교통부,터널형,국토교통부,2005
184,1200,두여,전라북도 익산시 여산면 두여리 산1-1,,1호선,왕복4차선,36,4.0,19.50,127,5.0,24.03,전주국토관리사무소,육교형,익산지방국토관리청,2004.12.
185,1201,,전라북도 무주군 무풍면 삼거리,,37호선,왕복2차선,35,52.0,51.88,127,48.0,55.49,익산지방국토관리청,터널형,국토교통부,2005
186,1202,,전라북도 무주군 설천면 두길리,,37호선,왕복2차선,35,57.0,56.93,127,47.0,5.37,익산지방국토관리청,터널형,국토교통부,2005
187,1203,,전라북도 무주군 설천면 심곡리,,37호선,왕복2차선,35,53.0,7.28,127,44.0,55.28,익산지방국토관리청,터널형,국토교통부,2005
188,1204,,전라남도 곡성군 오산면 선세리,,15호선,왕복2차선,35,12.0,8.07,127,7.0,46.31,전라남도 도로관리사업소,터널형,국토교통부,2005
189,1205,,전라남도 곡성군 오산면 선세리,,15호선,왕복2차선,35,12.0,42.99,127,7.0,43.27,국토교통부,터널형,국토교통부,2005
190,1206,장암,전라북도 임실군 덕치면 장암리 1020,,27,왕복4차선,35,27.0,44.73,127,8.0,57.07,남원국토관리사무소,육교형,익산지방국토관리청,2012
191,1207,신교,전라북도 완주군 소양면 신교리 14-2,,26호선,왕복4차선,35,51.0,13.06,127,13.0,13.35,전주국토관리사무소,양서 파충류 통로,전주국토관리사무소,2008.10.
192,1208,월봉,전라북도 김제시 백구면 월봉리 83-2,,21호선,왕복4차선,35,52.0,55.79,126,57.0,9.49,전주국토관리사무소,양서 파충류 통로,전주국토관리사무소,2010.09.
193,1209,신정,전라북도 진안군 부귀면 신정리 산257,,26호선,왕복4차선,35,48.0,48.82,127,20.0,44.60,전주국토관리사무소,육교형,전주국토관리사무소,2013.03.
194,1210,정곡,전라북도 진안군 진안읍 정곡리 산227,,26호선,왕복4차선,35,46.0,57.30,127,24.0,50.07,전주국토관리사무소,육교형,전주국토관리사무소,2013.05.
195,1211,육십령 생태통로,전라북도 장수군 장계면 명덕리 산154-89,,26,왕복2차선,35,43.0,21.348348506003997,127,39.0,35.942064276888,남원국토관리사무소,육교형,남원국토관리사무소,2002
196,1212,여원재 생태통로,전라북도 남원시 이백면 양가리 산55-25,,24,왕복2차선,35,26.0,55.50,127,29.0,9.50,남원국토관리사무소,육교형,남원국토관리사무소,2003
197,1213,덕산재 생태통로,전라북도 무주군 무풍면 금평리 산161-6,,30,왕복2차선,35,56.0,24.50,127,54.0,5.60,남원국토관리사무소,육교형,남원국토관리사무소,2003
198,1214,운북_1,전라북도 순창군 구림면 운북리 산59-1,,21,왕복2차선,35,20.0,23.50,127,2.0,28.00,남원국토관리사무소,터널형,남원국토관리사무소,2005
199,1215,운북_2,전라북도 순창군 구림면 운북리 산59-1,,21,왕복2차선,35,28.0,26.60,127,2.0,28.40,남원국토관리사무소,터널형,남원국토관리사무소,2005
200,1216,운북_3,전라북도 순창군 구림면 운북리 산59-1,,21,왕복2차선,35,28.0,27.20,127,2.0,26.80,남원국토관리사무소,터널형,남원국토관리사무소,2005
201,1217,용담_1,전라북도 남원시 주천면 용담리,,19,왕복4차선,35,24.0,41.20,127,25.0,0.60,남원국토관리사무소,육교형,남원국토관리사무소,2007
202,1218,용담_2,전라북도 남원시 주천면 용담리 ,,19,왕복4차선,35,25.0,8.10,127,25.0,1.20,남원국토관리사무소,터널형,남원국토관리사무소,2007
203,1219,방산_1,전라북도 순창군 쌍치면 방산리 484-10,,21,왕복2차선,35,31.0,28.40,126,56.0,33.00,남원국토관리사무소,터널형,남원국토관리사무소,2005
204,1220,방산_2,전라북도 순창군 쌍치면 방산리 484-8,,21,왕복2차선,35,31.0,32.90,126,56.0,33.70,남원국토관리사무소,터널형,남원국토관리사무소,2005
205,1221,화수,전라북도 남원시 운봉읍 화수리,,24,왕복2차선,35,27.0,5.7635984535264,127,33.0,23.96318442858,남원국토관리사무소,터널형,남원국토관리사무소,2013
206,1222,상림,전라남도 고흥군 풍양면 상림리 산147-2,,27호선,왕복4차선,34,58.0,14.33,127,24.0,81.88,순천국토관리사무소,터널형,국토교통부,2015.12
207,1223,사정,전라남도 고흥군 점암면 사정리 산231-3,,15호선,왕복4차선,34,40.0,23.0592301616424,127,21.0,57.10385517206412,순천국토관리사무소,육교형,국토교통부,2005
208,1224,송정,전라남도 구례군 토지면 송정리 590-2,,19호선,왕복2차선,35,11.0,31.60,127,33.0,23.90,순천국토관리사무소,터널형,국토교통부,2006.12
209,1225,용두,전라남도 구례군 마산면 용두리 497,,19호선,왕복2차선,35,12.0,11.77,127,30.0,12.37,순천국토관리사무소,터널형,국토교통부,2009.12
210,1226,죽정,전라남도 구례군 용방면 죽정리 산24-14,,19호선,왕복4차선,35,16.0,37.61,127,24.0,59.18,순천국토관리사무소,육교형,국토교통부,2011.04
211,1227,파도,전라남도 구례군 토지면 파도리 1094,,19호선,왕복2차선,35,11.0,33.19,127,32.0,29.01,순천국토관리사무소,터널형,국토교통부,2011.06
212,1228,갑산,전라남도 구례군 마산면 갑산리 828,,19호선,왕복4차선,35,13.0,25.29,127,28.0,1.98,순천국토관리사무소,터널형,국토교통부,2012.02
213,1229,대산,전라남도 구례군 광의면 대산리 654-2,,19호선,왕복4차선,35,14.0,26.46,127,26.0,51.29,순천국토관리사무소,터널형,국토교통부,2011.06
214,1230,천남,경기도 여주군 대신면 천남리,,37호선,왕복4차선,37,19.0,46.29,127,37.0,53.00,서울지방국토관리청,육교형,서울지방국토관리청,2007
215,1231,현암,경기도 여주군 현암동,,37호선,왕복4차선,37,19.0,20.44,127,37.0,51.77,서울지방국토관리청,육교형,서울지방국토관리청,2007
216,1232,진촌,경기도 안성시 삼죽면 진촌리,,38호선,왕복4차선,37,3.0,54.63,127,22.0,24.70,수원국토관리사무소,터널형,서울지방국토관리청,1997
217,1233,매룡,경기도 여주시 매룡동,,42호선,왕복4차선,37,16.0,51.47,127,39.0,27.47,서울지방국토관리청,육교형,서울지방국토관리청,1999
218,1234,송라,경기도 화성시 매송면 송라리,,39호선,왕복4차선,37,16.0,16.68,126,54.0,23.92,수원국토관리사무소,터널형,서울지방국토관리청,2002
219,1235,숙곡,경기도 화성시 매송면 숙곡리,,39호선,왕복4차선,37,15.0,43.27,126,54.0,10.20,수원국토관리사무소,터널형,서울지방국토관리청,2002
220,1236,,경기도 가평군 북면 도대리,,75호선,왕복2차선,37,59.0,29.33,127,26.0,28.27,경기도 도로사업소,터널형,국토교통부,2005
221,1237,,경기도 가평군 북면 도대리,,75호선,왕복2차선,37,56.0,30.80,127,29.0,18.80,경기도 도로사업소,터널형,국토교통부,2007
222,1238,,경기도 가평군 북면 적목리,,75호선,왕복2차선,38,0.0,50.79,127,26.0,31.15,경기도 도로사업소,터널형,국토교통부,2005
223,1239,,경기도 가평군 북면 적목리,,75호선,왕복2차선,38,1.0,3.00,127,26.0,33.20,경기도 도로사업소,터널형,국토교통부,2005
224,1240,,경기도 가평군 북면 적목리,,75호선,왕복2차선,38,1.0,16.40,127,26.0,33.60,경기도 도로사업소,터널형,국토교통부,2005
225,1241,,경기도 가평군 북면 적목리 ,,75호선,왕복2차선,38,1.0,29.70,127,26.0,35.40,경기도 도로사업소,터널형,국토교통부,2007
226,1242,,경기도 가평군 북면 적목리,,75호선,왕복2차선,38,1.0,59.60,127,26.0,38.50,경기도 도로사업소,터널형,국토교통부,2005
227,1243,,경기도 가평군 북면 적목리,,75호선,왕복2차선,38,2.0,11.10,127,26.0,40.50,경기도 도로사업소,터널형,국토교통부,2005
228,1244,,경기도 가평군 북면 적목2리,,75호선,왕복2차선,38,2.0,20.20,127,26.0,49.00,경기도 도로사업소,터널형,국토교통부,2007
229,1245,적목리1호,경기도 가평군 북면 적목리,,75호선,왕복2차선,38,2.0,24.40,127,26.0,58.00,경기도 도로사업소,터널형,국토교통부,2006
230,1246,,경기도 양주시 장흥면 울대리,,39호선,왕복4차선,37,43.0,30.00,126,59.0,26.70,경기도 도로사업소,터널형,의정부국토관리사무소,2005
231,1247,갈운생태통로,경기도 양평군 청운면 갈운리,,6호선,왕복2차선,37,31.0,56.27,127,48.0,4.72,경기도 양평군,터널형,서울지방국토관리청,1987
232,1248,없음,경기도 화성시 팔탄면 가재리,,82호선,왕복4차선,37,9.0,9.29,126,55.0,1.67,경기도,양서 파충류 통로,서울지방국토관리청,2005
233,1249,도라산 생태통로,경기도 파주시 장단면 도라산리 501,,1호선,왕복4차선,37,54.0,5.00,126,41.0,57.00,의정부국토관리사무소,육교형,서울지방국토관리청,2003.10
234,1250,덕현 생태통로,경기도 가평군 상면 덕현리 731,,37호선,왕복4차선,37,45.0,22.00,127,24.0,40.00,의정부국토관리사무소,육교형,서울지방국토관리청,2010.12
235,1251,신복1 생태통로,경기도 양평군 옥천면 신복리 산134-1,,37호선,왕복2차선,37,33.0,37.72,127,28.0,7.42,의정부국토관리사무소,터널형,서울지방국토관리청,1992.12
236,1252,신복2 생태통로,경기도 양평군 옥천면 신복리,,37호선,왕복2차선,37,33.0,35.76,127,28.0,3.95,의정부국토관리사무소,터널형,서울지방국토관리청,1992.12
237,1253,상천1 생태통로,경기도 가평군 청평면 상천리 134-4,,46호선,왕복4차선,37,47.0,16.60,127,27.0,54.50,의정부국토관리사무소,터널형,서울지방국토관리청,1981.12
238,1254,상천2 생태통로,경기도 가평군 청평면 상천리 산93-2,,46호선,왕복4차선,37,46.0,12.40,127,27.0,20.90,의정부국토관리사무소,터널형,서울지방국토관리청,1981.12
239,1255,도평1 생태통로,경기도 포천시 이동면 도평리 503-7(도평교),,47호선,왕복2차선,38,5.0,32.50,127,23.0,38.40,의정부국토관리사무소,육교형,서울지방국토관리청,1992.12
240,1256,도평2 생태통로,경기도 포천시 이동면 도평리 산371-1(약사교 하부),,47호선,왕복2차선,38,4.0,22.30,127,23.0,31.30,의정부국토관리사무소,육교형,서울지방국토관리청,1992.12
241,1257,,충청남도 공주시 신풍면 청흥리,,39호선,왕복2차선,36,28.0,11.90,126,56.0,39.10,충청남도 종합건설사업소 공주지소,육교형,논산국토관리사무소,2008
242,1258,,충청남도 청양군 목면 송암리,,36호선,왕복4차선,36,25.0,55.996115603916,127,0.0,45.004827990168,논산국토관리사무소,터널형,논산국토관리사무소,2008
243,1259,죽령,충청북도 단양군 대강면 용부원리,,5호선,왕복3차선,36,54.0,20.59,128,25.0,53.40,충주국토관리사무소,육교형,충주국토관리사무소,2003
244,1260,신당리,충청북도 충주시 살미면 신당리,,36호선,왕복2차선,36,55.0,14.3,128,3.0,23.2,충주국토관리사무소,양서 파충류 통로,충주국토관리사무소,2007
245,1261,사담리,충청북도 괴산군 청천면 사담리,,37호선,왕복2차선,36,36.0,47.1,127,48.0,52.1,충주국토관리사무소,양서 파충류 통로,충주국토관리사무소,2007
246,1262,장회리,충청북도 단양군 단성면 장회리,,36호선,왕복3차선,36,55.0,50,128,14.0,18.2,충주국토관리사무소,터널형,충주국토관리사무소,2008
247,1263,용부원리,충청북도 단양군 대강면 용부원리,,5호선,왕복3차선,36,54.0,32.5,128,25.0,2.6,충주국토관리사무소,터널형,충주국토관리사무소,2005
248,1264,용부원리2,충청북도 단양군 대강면 용부원리,,5호선,왕복3차선,36,54.0,39.4,128,24.0,36.8,충주국토관리사무소,터널형,충주국토관리사무소,2007
249,1265,용부원리3,충청북도 단양군 대강면 용부원리,,5호선,왕복3차선,36,54.0,33.3,128,24.0,48.9,충주국토관리사무소,터널형,충주국토관리사무소,2007
250,1266,지오생태통로,충청북도 옥천군 군북면 지오리,,37호선,왕복4차선,36,19.0,26.8,127,34.0,23.6,보은국토관리사무소,터널형,대전지방국토관리청,2007
251,1267,증약생태통로,충청북도 옥천군 군북면 증약리,,4호선,왕복4차선,36,20.0,14.3,127,30.0,29.1,보은국토관리사무소,터널형,보은국토관리사무소,2008
252,1268,화성생태통로,충청남도 천안시 동남구 성남면 화성리15-8(병천3.35㎞),,(국도21호선),왕복4차선,36,45.0,12.10,127,16.0,45.60,예산국토관리사무소,육교형,대전지방국토관리청,2004.10.31.
253,1269,장산1생태통로,충청남도 천안시 동남구 수신면 장산리 801-3(병천3.15㎞),,(국도21호선),왕복4차선,36,45.0,13.30,127,16.0,54.60,예산국토관리사무소,육교형,대전지방국토관리청,2006.12.31.
254,1270,장산2생태통로,충청남도 천안시 동남구 수신면 장산리 801-2(병천2.95㎞),,21호선,왕복4차선,36,45.0,16.80,127,17.0,2.40,예산국토관리사무소,육교형,대전지방국토관리청,2007.12.31.
255,1271,장산3생태통로,충청남도 천안시 동남구 수신면 장산리 801-2(병천2.85㎞),,21호선,왕복4차선,36,45.0,17.22,127,17.0,3.30,예산국토관리사무소,육교형,대전지방국토관리청,2006.07.31.
256,1272,풍전생태통로,충청남도 서산시 인지면 풍전리 359-1(서산4.1㎞),,32호선,왕복4차선,36,46.0,4.74,126,25.0,19.57,예산국토관리사무소,육교형,예산국토관리사무소,2010.12.21.
257,1273,진장생태통로,충청남도 서산시 팔봉면 진장리 892-4(서산10.8㎞),,32호선,왕복4차선,36,46.0,44.58,126,21.0,40.75,예산국토관리사무소,육교형,예산국토관리사무소,2010.12.21.
258,1274,,충청남도 서산시 지곡면 무장리,,70호,왕복4차선,36,51.0,56.7,126,26.0,38.1,충청남도 종합건설사업소 홍성지소,터널형,충청남도 종합건설사업소,2005
259,1275,,충청남도 공주시 사곡면 고당리,,629호선,왕복2차선,36,31.0,38.731270626537594,127,1.0,50.394676200348,충청남도 종합건설사업소 공주지소,육교형,충청남도 종합건설사업소,2008
260,1276,풍세동물이동통로,충청남도 천안시 동남구 풍세면 두남리,,629호선,왕복4차선,36,45.0,16.01,127,8.0,6.75,충청남도 종합건설사업소 공주지소,육교형,충청남도 종합건설사업소,2010
261,1277,가대리,충청북도 단양군 가곡면 가대리,,59호선,왕복2차선,37,2.0,2.7,128,24.0,23.8,충청북도 도로관리사업소 충주지소,터널형,충주국토관리사무소,2005
262,1278,가산리,충청북도 단양군 단성면 가산리,,59호선,왕복2차선,36,53.0,53.957575979628,128,18.0,20.275238032704,충청북도 도로관리사업소 충주지소,터널형,충주국토관리사무소,2006
263,1279,가산리2,충청북도 단양군 단성면 가산리,,59호선,왕복2차선,36,53.0,48.718150112868,128,18.0,20.917315490112,충청북도 도로관리사업소 충주지소,터널형,충주국토관리사무소,2007
264,1280,궁종리 생태통로_1,강원도 횡성군 둔내면 궁종리,,6호선,왕복2차선,37,29.0,27.52,128,9.0,14.01,홍천국토관리사무소,터널형,원주지방국토관리청,2005
265,1281,정금리 생태통로,강원도 횡성군 우천면 정금리,,6호선,왕복2차선,37,30.0,47.57,128,5.0,39.94,홍천국토관리사무소,육교형,원주지방국토관리청,2005
266,1282,궁종리 생태통로_2,강원도 횡성군 둔내면 궁종리,,6호선,왕복2차선,37,30.0,27.09,128,8.0,57.36,홍천국토관리사무소,터널형,원주지방국토관리청,2005
267,1283,궁종리,강원도 횡성군 둔내면 궁종리,,6호선,왕복2차선,37,30.0,28.09,128,8.0,58.36,홍천국토관리사무소,터널형,원주지방국토관리청,2005
268,1286,원대리,강원도 인제군 기린면 원대리,,31호선,왕복2차선,38,0.0,41.468596884453596,128,14.0,14.022705085692,홍천국토관리사무소,터널형,원주지방국토관리청,2006
269,1287,하추리,강원도 인제군 인제읍 하추리,,31호선,왕복2차선,38,0.0,37.3183182876024,128,15.0,45.49371338854782,홍천국토관리사무소,터널형,원주지방국토관리청,2007
270,1290,금대리 생태통로,강원도 원주시 판부면 금대리,,42호선,왕복4차선,37,16.0,15.55,128,0.0,33.29,홍천국토관리사무소,육교형,원주지방국토관리청,2008
271,1291,지내리 생태통로,강원도 춘천시 동면 지내리,,46호선,왕복4차선,37,54.0,32.320714174452,127,46.0,13.31703663909624,홍천국토관리사무소,육교형,원주지방국토관리청,2005
272,1292,진고개 생태통로,강원도 평창군 대관령면 병내리,,6호선,왕복3차선,37,45.0,8.26,128,36.0,40.57,강릉국토관리사무소,육교형,강릉국토관리사무소,2002
273,1293,삽당령 생태통로,강원도 강릉시 왕산면 송현리,,35호선,왕복2차선,37,34.0,36.95,128,51.0,10.32,강릉국토관리사무소,육교형,강릉국토관리사무소,2003
274,1294,진부령 생태통로,강원도 고성군 간성읍 진부리,,46호선,왕복2차선,38,16.0,44.255800597641596,128,21.0,20.78985738276,강릉국토관리사무소,육교형,강릉국토관리사무소,2003
275,1295,한계령 생태통로,강원도 인제군 북면 한계리,,44호선,왕복2차선,38,6.0,42.82757676010794,128,21.0,52.598842627608,강릉국토관리사무소,육교형,강릉국토관리사무소,2003
276,1296,제진1 생태통로,강원도 고성군 현내면 제진리,,7호선,왕복4차선,38,33.0,29.14,128,23.0,48.57,강릉국토관리사무소,육교형,원주지방국토관리청,2012
277,1297,진부리 생태통로,강원도 고성군 간성읍 진부리,,46호선,왕복3차선,38,16.0,0.00,128,21.0,25.00,강릉국토관리사무소,터널형,강릉국토관리사무소,2005
278,1298,한계령 생태통로,강원도 인제군 북면 한계리,,44호선,왕복2차선,38,6.0,29.00,128,22.0,24.00,강릉국토관리사무소,육교형,강릉국토관리사무소,2003
279,1299,병내리 생태통로,강원도 평창군 대관령면 병내리,,6호선,왕복3차선,37,45.0,23.32,128,36.0,40.00,강릉국토관리사무소,터널형,강릉국토관리사무소,2005
280,1300,자운리 생태통로,강원도 홍천군 내면 자운리,,31호선,왕복2차선,37,43.0,6.30,128,25.0,22.55,강릉국토관리사무소,터널형,강릉국토관리사무소,2005
281,1301,화방재 생태통로,강원도 영월군 상동읍 천평리,,31호선,왕복2차선,37,7.0,1.98576427457997,128,52.0,42.386238096888,정선국토관리사무소,육교형,정선국토관리사무소,2003
282,1302,백복령 생태통로,강원도 정선군 임계면 직원리,,42호선,왕복2차선,37,31.0,15.090724095168,128,54.0,12.59388445824,정선국토관리사무소,육교형,정선국토관리사무소,2003
283,1303,연정재 생태통로,강원도 영월군 한반도면 후탄리,,38호선,왕복4차선,37,11.0,5.70,128,22.0,48.80,정선국토관리사무소,육교형,정선국토관리사무소,2004
284,1304,무사리 생태이동통로,강원도 삼척시 미로면 무사리,,38호선,왕복4차선,37,34.0,38.30,128,51.0,10.60,정선국토관리사무소,육교형,정선국토관리사무소,2008
285,1305,너그니재 생태이동통로,강원도 정선군 여량면 남곡리,,42호선,왕복2차선,37,29.0,9.60,128,47.0,10.60,정선국토관리사무소,터널형,정선국토관리사무소,2005
286,1306,봉정리 생태이동통로,강원도 정선군 여량면 유천리,,42호선,왕복2차선,37,28.0,7.00,128,44.0,42.90,정선국토관리사무소,터널형,정선국토관리사무소,2006
287,1307,남곡리 생태이동통로,강원도 정선군 여량면 남곡리,,42호선,왕복2차선,37,29.0,19.21,128,47.0,3.74,정선국토관리사무소,터널형,정선국토관리사무소,2008
288,1308,생곡리1호,강원도 홍천군 서석면 생곡리,,56호선,왕복2차선,37,43.0,54.10,128,17.0,30.70,강원도 도로관리사업소,양서 파충류 통로,홍천국토관리사무소,2006
289,1309,생곡리2호,강원도 홍천군 서석면 생곡리,,56호선,왕복2차선,37,44.0,24.20,128,17.0,54.20,강원도 도로관리사업소,양서 파충류 통로,홍천국토관리사무소,2006
290,1310,생곡리3호,강원도 홍천군 서석면 생곡리,,56호선,왕복2차선,37,44.0,33.50,128,18.0,7.60,강원도 도로관리사업소,터널형,홍천국토관리사무소,2006
291,1311,,강원도 양양군 현북면 어성전리,,59호선,왕복2차선,37,57.0,4.10,128,39.0,51.30,강원도 로로관리사업소 강릉지소,육교형,강원도,2005
292,1312,갈천리 1호,강원도 양양군 서면 갈천리,,56호선,왕복2차선,37,56.0,10.40,128,29.0,36.20,강원도 로로관리사업소 강릉지소,터널형,강원도,2006
293,1313,갈천리 2호,강원도 양양군 서면 갈천리,,56호선,왕복2차선,37,55.0,28.60,128,29.0,57.20,강원도 로로관리사업소 강릉지소,터널형,강원도,2006
294,1314,갈천리 3호,강원도 양양군 서면 갈천리,,56호선,왕복2차선,37,54.0,30.60,128,30.0,32.70,강원도 로로관리사업소 강릉지소,터널형,강원도,2006
295,1315,갈천리 4호,강원도 양양군 서면 갈천리,,56호선,왕복2차선,37,55.0,50.80,128,29.0,36.50,강원도 로로관리사업소 강릉지소,터널형,강원도,2006
296,1316,갈천리 5호,강원도 양양군 서면 갈천리,,56호선,왕복2차선,37,54.0,30.80,128,30.0,17.20,강원도 로로관리사업소 강릉지소,터널형,강원도,2006
297,1317,덕우리,강원도 정선군 정선읍,,59호선,왕복2차선,37,21.0,23.8,128,43.0,8.4,강원도 도로관리사업소 태백지소,양서 파충류 통로,정선국토관리사무소,200610
298,1318,실내1 생태이동통로,강원도 화천군 상서면 다목리,,56호선,왕복2차선,38,9.0,47.6,127,31.0,36.3,강원도 도로관리사업소 북부지소,터널형,홍천국토관리사무소,200608
299,1319,실내2 생태이동통로_1,강원도 화천군 상서면 다목리,,56호선,왕복2차선,38,9.0,49.2,127,31.0,36.3,강원도 도로관리사업소 북부지소,터널형,홍천국토관리사무소,200608
300,1320,실내2 생태이동통로_2,강원도 화천군 상서면 다목리,,56호선,왕복2차선,38,9.0,49.2,127,31.0,36.3,강원도 도로관리사업소 북부지소,터널형,홍천국토관리사무소,200508
301,1321,발산통로,경상남도 진주시 이반성면 발산리,,2호선,왕복4차선,35,8.0,11.71,128,21.0,10.62,진주국토관리사무소,육교형,부산지방국토관리청,2005
302,1322,정양통로,경상남도 합천군 대양면 정양리,,33호선,왕복4차선,35,33.0,7.65,128,10.0,4.94,진주국토관리사무소,육교형,부산지방국토관리청,2008
303,1323,상현1통로,경상남도 합천군 봉산면 상현리,,24호선,왕복2차선,35,37.0,57.00,128,1.0,22.00,진주국토관리사무소,양서 파충류 통로,진주국토관리사무소,2007
304,1324,상현2통로,경상남도 합천군 봉산면 상현리,,24호선,왕복2차선,35,37.0,47.00,128,2.0,23.00,진주국토관리사무소,양서 파충류 통로,진주국토관리사무소,2007
305,1325,덕암통로,경상남도 합천군 야로면 덕암리,,26호선,왕복2차선,35,40.0,29.00,128,10.0,29.00,진주국토관리사무소,양서 파충류 통로,진주국토관리사무소,2008
306,1326,대구국토3(교리 생태통로),경상북도 구미시 선산읍 교리,,33호선,왕복4차선,36,15.0,53.08,128,19.0,1.29,대구국토관리사무소,육교형,부산지방국토관리청,2009
307,1327,대구국토4(화양읍 생태통로),경상북도 청도군 화양읍 삼신리,,25호선,왕복4차선,35,40.0,26.24,128,41.0,47.90,대구국토관리사무소,육교형,부산지방국토관리청,2013
308,1328,금강송 생태통로,경상북도 울진군 서면 광회리,,36호선,왕복2차선,36,55.0,57.123494807433595,129,9.0,44.00000000154,경상북도 울진군,육교형,경상북도 울진군,2005
309,1329,행곡 생태통로,경상북도 울진군 근남 행곡리,,36호선,왕복2차선,36,58.0,24.02,129,20.0,59.4,포항국토관리사무소,터널형,포항국토관리사무소,2005
310,1330,청서교,경상북도 포항시 남구 연일읍 우복리 산15-2,,31호선,왕복4차선,35,58.0,36.45,129,20.0,22.50,포항국토관리사무소,육교형,부산지방국토관리청,2006
311,1331,신현육교(병풍육교),경상북도 문경시 마성면 신현리 산43-1 일원,,3호선,왕복4차선,36,39.0,17.90,128,7.0,53.00,영주국토관리사무소,육교형,부산지방국토관리청,1999
